Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Migration_Start_Month,Migration_End_Month,Rest_Stops,Migrated_in_Flock,Flock_Size,Migration_Interrupted,Interrupted_Reason,Migration_Success,Observation_Counts,Origin
B3971,swallow,asia,Coastal,Stormy,Climate Change,79.89953341221974,-122.52166432809284,83.0312809982812,-13.451415160048724,2758.19,58.9,46.35,8657,110,6.1,4.3,May,Apr,6,No,438,No,Injury,Failed,44,"79.89953341221974, -122.52166432809284"
B3972,stork,asia,Forest,Rainy,Breeding,73.51446478986006,13.334343484435266,44.89160001786206,129.6034357374108,2717.53,53.0,44.27,9150,878,29.1,58.8,Mar,May,12,No,361,Yes,Lost Signal,Successful,95,"73.51446478986006, 13.334343484435266"
B3973,warbler,asia,Wetland,Windy,Feeding,-6.124525509885999,-103.35569723482269,-46.0701791730867,-8.59800502989819,2284.36,43.3,55.97,2643,671,31.8,39.6,Mar,Mar,5,Yes,217,No,Predator,Successful,65,"-6.124525509885999, -103.35569723482269"
B3974,eagle,australia,Coastal,Rainy,Avoid Predators,-64.4114619880686,-16.802507397350666,-10.32989204986869,-6.990847822229142,2794.8,52.7,45.99,6414,535,22.5,45.8,Feb,Oct,1,No,325,No,,Failed,62,"-64.4114619880686, -16.802507397350666"
B3975,swallow,europe,Urban,Stormy,Breeding,-57.9406219274816,-118.5933925793635,-13.422003474771458,-88.76137645203659,2487.46,40.0,48.66,6244,884,-1.6,23.9,May,May,3,Yes,10,Yes,Injury,Successful,62,"-57.9406219274816, -118.5933925793635"
B3976,eagle,south america,Wetland,Foggy,Breeding,-22.04171017035709,-99.8896422507098,-72.3694018333482,-120.1335926585772,2297.75,38.3,50.93,2230,839,21.6,56.5,Feb,May,7,No,308,No,Lost Signal,Failed,15,"-22.04171017035709, -99.8896422507098"
B3977,eagle,africa,Grassland,Clear,Avoid Predators,-52.18664488437936,-104.11198213238514,69.45303252197988,-99.96161093615666,3005.7,47.6,48.52,8124,166,1.5,19.9,Nov,Dec,9,No,92,Yes,Lost Signal,Failed,38,"-52.18664488437936, -104.11198213238514"
B3978,eagle,south america,Mountain,Stormy,Climate Change,-75.06439300973199,-64.78871795135714,-21.33791100449642,24.47585263841745,2913.07,55.7,48.89,8491,144,-3.6,46.4,Nov,Dec,7,No,220,Yes,Injury,Successful,90,"-75.06439300973199, -64.78871795135714"
B3979,hawk,south america,Grassland,Windy,Climate Change,31.279947033599484,-131.54218757321888,-1.033270001262963,33.04552118198146,999.93,56.3,53.01,1324,294,13.0,49.3,Sep,Apr,6,Yes,96,Yes,Injury,Failed,92,"31.279947033599484, -131.54218757321888"
B3980,stork,north america,Wetland,Foggy,Avoid Predators,14.660754802685076,111.36318299100584,-37.57540052221765,-100.7323946367774,1432.42,56.6,49.32,2799,402,30.6,41.1,Apr,Jun,11,Yes,147,No,Injury,Successful,14,"14.660754802685076, 111.36318299100584"
B3981,crane,asia,Forest,Rainy,Avoid Predators,-37.56658356394469,-100.55678497480312,-62.568787178207245,-36.38866527659434,3286.09,44.8,45.73,6141,751,6.6,45.5,Jan,Dec,7,No,476,No,Injury,Failed,38,"-37.56658356394469, -100.55678497480312"
B3982,crane,asia,Urban,Foggy,Feeding,50.21070885941475,-30.03516174838498,72.37991155886527,24.72576637914221,1876.33,44.4,49.14,5367,887,18.9,8.7,Sep,Jun,2,No,356,Yes,Storm,Successful,91,"50.21070885941475, -30.03516174838498"
B3983,swallow,asia,Coastal,Foggy,Breeding,49.67079978705021,-174.21943023719126,-83.26845402118187,93.76633386358212,1844.09,25.8,55.87,1619,893,23.7,6.8,Feb,Oct,14,No,366,No,Injury,Successful,9,"49.67079978705021, -174.21943023719126"
B3984,eagle,north america,Urban,Windy,Breeding,-1.6196453617028794,-142.24264441855843,-18.02168976309649,-64.8830303847229,2428.73,35.9,47.72,2388,641,28.2,33.6,Sep,Jun,7,No,36,Yes,Lost Signal,Failed,18,"-1.6196453617028794, -142.24264441855843"
B3985,swallow,europe,Forest,Clear,Climate Change,-72.6241400078591,142.65788414877056,41.52517685045683,-82.31150879451383,2632.26,67.2,54.86,3484,799,-8.1,20.4,Mar,Apr,9,No,250,No,Injury,Failed,90,"-72.6241400078591, 142.65788414877056"
B3986,hawk,europe,Urban,Foggy,Feeding,75.32449201824437,121.37767338256036,-34.40557472384411,82.96811975583893,2257.98,51.0,51.07,9651,143,12.7,51.6,Mar,Mar,7,Yes,302,Yes,Predator,Successful,98,"75.32449201824437, 121.37767338256036"
B3987,hawk,africa,Mountain,Foggy,Breeding,30.358894237374827,122.73208288387008,-9.71485074679576,4.972381465563899,974.05,45.7,47.82,3794,348,30.4,13.5,Feb,Nov,4,Yes,394,No,Storm,Successful,39,"30.358894237374827, 122.73208288387008"
B3988,goose,europe,Mountain,Clear,Feeding,-45.53085255264883,-31.91276978825144,11.605905186140731,128.42877283000837,2577.81,58.7,46.68,7117,497,3.2,40.0,Mar,Oct,12,Yes,45,No,,Successful,38,"-45.53085255264883, -31.91276978825144"
B3989,hawk,europe,Mountain,Clear,Avoid Predators,19.88181846616079,-129.0489124134009,89.11469020244533,-104.0389126605656,3401.02,54.9,50.14,5117,222,-6.7,14.6,Apr,Dec,3,Yes,285,No,Lost Signal,Failed,53,"19.881818466160794, -129.0489124134009"
B3990,goose,asia,Grassland,Rainy,Breeding,-17.09613075102655,-141.1579722620462,46.494240804155964,97.5394353928499,1812.12,53.4,57.3,4842,749,6.7,10.1,Nov,Nov,6,Yes,64,Yes,Storm,Failed,75,"-17.09613075102655, -141.1579722620462"
B3991,stork,australia,Forest,Rainy,Avoid Predators,24.36293515247243,38.01698092825754,84.08076727622228,-121.6679373296966,3324.3,46.1,48.96,1617,279,22.2,11.6,Jan,Jun,13,No,394,No,Storm,Failed,20,"24.36293515247243, 38.01698092825754"
B3992,swallow,south america,Mountain,Clear,Climate Change,-4.703238768416256,118.14957176710664,34.766185318084894,30.517648018840617,2360.65,49.3,44.82,1996,739,34.0,17.3,Jan,May,5,No,396,No,Lost Signal,Successful,65,"-4.703238768416256, 118.14957176710664"
B3993,warbler,europe,Wetland,Stormy,Climate Change,-2.615012956847977,144.0412135704875,-41.57048014335549,-77.8918650067129,3392.09,56.6,46.2,9637,326,15.3,49.4,May,Jun,13,No,291,Yes,,Successful,17,"-2.615012956847977, 144.0412135704875"
B3994,stork,europe,Mountain,Clear,Avoid Predators,42.45877654332469,-76.05660579831844,-38.25201437279481,-143.60725526414805,2811.87,60.4,53.93,5459,226,31.9,59.8,Oct,Apr,6,Yes,270,No,Lost Signal,Successful,7,"42.45877654332469, -76.05660579831844"
B3995,hawk,north america,Coastal,Rainy,Climate Change,20.47063429151564,-64.43043485995672,58.04357460610396,42.03525764417137,2227.14,49.0,46.65,6122,479,32.1,31.2,Apr,Oct,5,No,497,Yes,Storm,Failed,78,"20.47063429151564, -64.43043485995672"
B3996,stork,africa,Grassland,Windy,Avoid Predators,-75.60851557603938,-143.6844035298871,-13.011571584598473,2.4476255625820897,2815.0,56.6,57.37,3416,492,26.7,7.3,Feb,Dec,11,No,122,Yes,Lost Signal,Successful,93,"-75.60851557603938, -143.6844035298871"
B3997,stork,australia,Wetland,Windy,Avoid Predators,-78.23275731966534,98.78752413648432,-23.35964518741125,-5.047132123352839,3155.87,33.5,55.37,6446,668,10.0,47.7,Mar,Oct,5,Yes,494,Yes,,Successful,29,"-78.23275731966534, 98.78752413648432"
B3998,stork,north america,Forest,Foggy,Avoid Predators,-35.09833725058945,-80.75150239639001,80.11692474712888,33.3069938833639,1769.45,42.4,45.96,9768,874,22.9,7.2,Mar,Dec,6,No,181,No,Predator,Failed,17,"-35.09833725058945, -80.75150239639001"
B3999,hawk,asia,Forest,Windy,Climate Change,-12.555720623025664,-6.865390957165346,-87.61803003526465,-45.92260171617957,2555.0,46.7,49.51,8236,600,31.4,14.8,Mar,May,3,Yes,41,Yes,Injury,Successful,98,"-12.555720623025664, -6.865390957165346"
B4000,warbler,south america,Coastal,Rainy,Climate Change,-40.45993934772851,154.40302963037965,4.494039336335192,61.2603222307722,3017.58,39.3,55.94,3239,419,28.3,57.2,Oct,Mar,14,No,251,No,,Successful,44,"-40.45993934772851, 154.40302963037965"
B4001,eagle,africa,Mountain,Windy,Climate Change,27.262774452585248,90.79766291697727,49.51379831180751,-132.89625686213648,2328.51,45.4,48.03,1662,235,15.4,12.9,Mar,May,8,No,30,Yes,,Successful,87,"27.262774452585248, 90.79766291697727"
B4002,stork,north america,Wetland,Stormy,Avoid Predators,-54.880572289388056,-161.01435733593416,42.510422912844064,77.389734109198,1842.1,76.5,50.1,9685,442,29.7,34.1,Nov,Nov,6,Yes,149,No,Storm,Failed,81,"-54.880572289388056, -161.01435733593416"
B4003,goose,europe,Coastal,Clear,Feeding,36.74539735131056,-177.0643459946053,-23.83661031516327,28.73293714105131,3524.33,68.6,54.76,1179,703,27.8,54.3,Sep,Nov,9,No,416,No,Predator,Failed,13,"36.74539735131056, -177.0643459946053"
B4004,hawk,europe,Wetland,Clear,Climate Change,49.16713354000743,103.46685331694688,6.416696130626406,-4.869849587115141,1596.93,37.4,57.54,3183,470,-4.2,42.7,May,Nov,7,No,148,Yes,Lost Signal,Failed,61,"49.16713354000743, 103.46685331694688"
B4005,stork,africa,Mountain,Rainy,Feeding,-67.6225246327829,18.900085312330447,-88.9960869561826,-134.04585601154707,2342.79,47.6,53.28,9877,325,2.7,46.3,Sep,Jun,8,No,6,Yes,,Successful,18,"-67.6225246327829, 18.900085312330447"
B4006,warbler,europe,Mountain,Foggy,Climate Change,27.145123805337832,79.32038737057229,6.26944854631158,-79.82478738121559,2463.95,46.6,50.73,6772,429,27.8,15.0,Oct,May,3,No,303,Yes,Lost Signal,Successful,42,"27.145123805337832, 79.32038737057229"
B4007,eagle,north america,Urban,Clear,Breeding,83.05847566202053,-123.54648414241912,16.272220751895915,-73.69323169695048,3547.0,43.6,48.12,3071,495,24.4,50.3,Feb,Jun,2,Yes,134,No,Injury,Successful,99,"83.05847566202053, -123.54648414241912"
B4008,hawk,north america,Urban,Windy,Breeding,-55.29171289259759,133.93722598942327,67.46244076659795,-95.82744459242345,1387.49,36.6,43.67,7570,223,7.3,18.3,Feb,Nov,2,No,305,Yes,Predator,Successful,3,"-55.29171289259759, 133.93722598942327"
B4009,crane,europe,Mountain,Stormy,Breeding,73.67450960090781,98.39699244520632,-52.06729143418174,163.50470154734484,2492.35,48.8,48.45,1436,693,13.7,30.5,Oct,Mar,13,Yes,141,Yes,,Failed,14,"73.67450960090781, 98.39699244520632"
B4010,eagle,europe,Grassland,Foggy,Feeding,19.088630869323,140.70200905966095,58.52622823340556,149.63096082565556,2181.17,41.9,48.52,4274,532,34.4,28.7,Apr,Jun,4,No,389,Yes,Storm,Successful,52,"19.088630869323, 140.70200905966095"
B4011,goose,asia,Coastal,Foggy,Climate Change,16.370076119708145,-57.20541024331051,39.25197193595548,16.60795698213019,2178.08,37.0,53.5,1095,401,7.3,29.4,Apr,Oct,6,Yes,290,No,,Failed,28,"16.370076119708145, -57.20541024331051"
B4012,stork,south america,Urban,Foggy,Avoid Predators,-80.65391718224392,-80.74612969803133,29.885555679479936,-105.9578700335196,3282.16,43.3,49.14,4717,287,-0.0,48.7,Apr,Jun,7,Yes,27,No,Predator,Failed,22,"-80.65391718224392, -80.74612969803133"
B4013,warbler,africa,Mountain,Clear,Feeding,44.69405010955168,-125.37668162738632,-19.010191625863257,148.0098114262761,2013.81,61.6,50.14,7104,758,20.5,25.2,Apr,Apr,2,No,338,No,Storm,Failed,56,"44.69405010955168, -125.37668162738632"
B4014,crane,north america,Wetland,Foggy,Climate Change,-3.910850523349524,154.83186286091893,-23.86181134122289,89.78635182822262,1871.52,44.9,56.9,2693,786,-2.1,50.1,May,Mar,1,Yes,495,No,,Failed,39,"-3.910850523349524, 154.83186286091893"
B4015,warbler,africa,Coastal,Rainy,Breeding,39.81139053032413,-116.34148671917734,36.58702003808133,-166.04213797654663,1911.73,44.7,50.3,6161,478,-5.5,54.7,Nov,Apr,7,Yes,361,No,Storm,Successful,44,"39.81139053032413, -116.34148671917734"
B4016,crane,asia,Urban,Windy,Feeding,55.652598620389085,-137.0457958638582,88.24017856539629,-3.34385217486232,2582.16,50.2,47.28,7843,381,29.6,52.2,Feb,Mar,4,No,418,Yes,Lost Signal,Successful,38,"55.652598620389085, -137.0457958638582"
B4017,hawk,north america,Grassland,Stormy,Climate Change,4.283347207010138,-110.63584476475836,-17.03632334783319,37.78006431875775,2487.45,60.8,44.09,3487,530,29.6,55.0,Sep,Dec,13,Yes,349,Yes,Storm,Failed,97,"4.283347207010138, -110.63584476475836"
B4018,crane,asia,Coastal,Windy,Avoid Predators,-42.54402360990345,97.69742163364076,75.34795996740888,-156.06958893716606,2366.12,35.8,47.76,1627,583,24.6,12.3,Nov,Nov,4,No,309,Yes,Predator,Failed,14,"-42.54402360990345, 97.69742163364076"
B4019,goose,asia,Coastal,Rainy,Feeding,-64.5169515492936,140.23052459383712,15.578114825593827,-162.06082878393914,2233.49,56.1,45.25,5574,860,-9.2,46.1,Feb,Oct,13,No,105,No,Lost Signal,Successful,34,"-64.5169515492936, 140.23052459383712"
B4020,goose,australia,Forest,Rainy,Avoid Predators,-61.10943697216543,111.92884433871274,66.26981764257508,-13.131374945334985,3210.46,51.9,47.09,6517,478,-0.7,26.8,Apr,Nov,6,No,26,Yes,,Successful,30,"-61.10943697216543, 111.92884433871274"
B4021,swallow,europe,Wetland,Windy,Feeding,66.04823771024377,22.765879033662515,-50.905719532452,-179.29738319845404,1515.31,58.8,64.12,4737,618,25.7,48.3,Feb,Jun,9,No,24,Yes,Predator,Failed,58,"66.04823771024377, 22.765879033662515"
B4022,goose,australia,Grassland,Clear,Breeding,-67.75594278653003,177.79833027998035,47.20177345400782,-163.1391986119909,3105.13,56.1,48.65,7442,354,26.3,23.4,Apr,Mar,7,Yes,365,No,Storm,Successful,35,"-67.75594278653003, 177.79833027998035"
B4023,eagle,africa,Grassland,Rainy,Breeding,-20.755066851617684,-155.21253678235843,60.28983193352849,-120.55044102770164,1800.43,69.0,51.71,6928,604,11.8,36.0,Sep,Dec,14,Yes,24,No,Storm,Successful,92,"-20.755066851617684, -155.21253678235843"
B4024,crane,africa,Grassland,Foggy,Breeding,-29.83056366797445,132.1890040157852,59.79044518223873,147.58947865048037,3036.98,44.2,59.86,6540,835,27.7,6.8,Feb,May,8,No,289,Yes,,Successful,94,"-29.83056366797445, 132.1890040157852"
B4025,goose,europe,Wetland,Stormy,Avoid Predators,65.78202001301463,-26.023009783043197,51.24804816591521,95.86206972457472,2905.13,41.2,45.04,1105,606,28.4,30.8,Sep,Mar,4,No,216,No,Predator,Successful,64,"65.78202001301463, -26.023009783043197"
B4026,hawk,australia,Grassland,Stormy,Breeding,-4.01516987502751,-16.155954466032085,-35.24478664811205,-17.846638474576764,2815.46,43.4,51.96,7123,179,26.7,16.9,Oct,Mar,3,No,94,Yes,Lost Signal,Successful,10,"-4.01516987502751, -16.155954466032085"
B4027,warbler,africa,Forest,Rainy,Avoid Predators,89.36035512266477,-134.06583828553903,3.9510395609987223,-7.485959709481307,2454.67,52.7,55.56,9999,218,24.1,29.1,Mar,Dec,3,Yes,492,No,Storm,Failed,7,"89.36035512266477, -134.06583828553903"
B4028,warbler,australia,Urban,Foggy,Avoid Predators,42.66985433456605,-167.96412923262176,-36.05313956852308,66.9688376781366,2285.5,61.6,51.69,4313,360,27.1,47.2,Sep,May,9,No,440,Yes,Storm,Successful,14,"42.66985433456605, -167.96412923262176"
B4029,swallow,europe,Wetland,Windy,Avoid Predators,63.16624357277141,-66.01380261500402,-28.266136792431688,-9.220846923067398,2594.75,64.3,47.82,4038,465,-4.8,17.1,Sep,Dec,5,Yes,269,No,Predator,Successful,93,"63.16624357277141, -66.01380261500402"
B4030,warbler,north america,Grassland,Stormy,Breeding,-72.23899211519853,-117.05272807898548,-35.78060095412356,-156.9869608151172,3062.93,44.0,52.72,5835,588,13.4,48.1,Oct,Nov,13,No,94,No,Injury,Successful,9,"-72.23899211519853, -117.05272807898548"
B4031,crane,asia,Mountain,Foggy,Climate Change,-44.441594052318734,-5.998047814327833,-38.83913135970484,85.94329502412347,2340.88,67.7,45.57,4713,308,9.7,48.7,Apr,Mar,5,No,6,Yes,Lost Signal,Failed,64,"-44.441594052318734, -5.998047814327833"
B4032,swallow,asia,Urban,Foggy,Avoid Predators,-65.61968479707092,-126.9610106206421,34.8159010515416,-159.2100627680521,2243.79,52.5,49.02,6984,489,-7.5,51.7,Nov,Jun,10,No,262,No,,Failed,56,"-65.61968479707092, -126.9610106206421"
B4033,crane,australia,Coastal,Clear,Climate Change,-6.5480449678992585,-130.34601485918074,27.04746587663115,-5.006472318709513,2478.55,49.4,42.0,3826,124,34.5,5.3,Nov,May,4,Yes,409,Yes,Lost Signal,Failed,24,"-6.5480449678992585, -130.34601485918074"
B4034,hawk,africa,Wetland,Rainy,Avoid Predators,39.29174786914376,135.7124342773858,-53.23243776783765,130.21470345515638,2370.15,49.4,52.93,1673,387,14.0,0.3,Oct,Apr,7,No,292,Yes,Lost Signal,Successful,48,"39.29174786914376, 135.7124342773858"
B4035,swallow,australia,Mountain,Foggy,Breeding,-59.56855772345997,151.66609247750722,34.47336961800612,-137.74330798990798,2418.48,63.5,56.17,1039,804,27.5,38.2,Apr,Nov,10,Yes,84,Yes,Storm,Successful,58,"-59.56855772345997, 151.66609247750722"
B4036,stork,australia,Coastal,Windy,Breeding,-66.56966197744701,167.11783509164758,-37.60765273059398,74.38604848994461,3327.84,40.9,53.97,7797,348,9.3,3.2,Oct,Apr,8,No,473,Yes,Storm,Successful,92,"-66.56966197744701, 167.11783509164758"
B4037,eagle,south america,Mountain,Stormy,Breeding,20.62957478047926,64.98087943460828,-53.69069978103559,-163.3219468016133,2113.79,53.7,53.14,4799,725,4.3,24.8,Feb,Apr,1,Yes,346,No,Injury,Failed,61,"20.62957478047926, 64.98087943460828"
B4038,eagle,asia,Grassland,Clear,Feeding,-48.543704322583686,97.56594172651296,44.50533847234695,177.50146265257823,3130.65,51.7,49.89,7663,610,13.2,54.2,May,May,5,Yes,58,No,Lost Signal,Failed,8,"-48.543704322583686, 97.56594172651296"
B4039,crane,europe,Wetland,Windy,Breeding,-3.7214870843266254,120.88251188734648,-24.683743294410576,65.55109691597372,2961.9,36.7,47.33,3032,159,-3.5,15.5,Jan,Nov,2,No,304,No,Storm,Failed,33,"-3.7214870843266254, 120.88251188734648"
B4040,warbler,australia,Grassland,Stormy,Climate Change,-80.79880900901081,57.21194128343922,12.483094378439487,168.8362627992252,1779.32,23.9,43.01,5890,554,-1.6,16.0,Jan,Nov,6,No,224,No,,Successful,19,"-80.79880900901081, 57.21194128343922"
B4041,stork,south america,Coastal,Rainy,Avoid Predators,32.51030617214367,-61.11248230708951,-53.97768711618725,60.560627258606246,2143.27,51.1,45.63,9766,819,-7.4,35.0,Mar,Jun,9,Yes,126,No,Injury,Successful,19,"32.51030617214367, -61.11248230708951"
B4042,swallow,south america,Forest,Windy,Climate Change,7.436948695569654,-123.70068056393131,20.46489071866557,-92.77806950921392,2474.8,37.7,46.28,7311,724,28.6,59.1,Apr,Jun,5,No,440,No,Lost Signal,Failed,1,"7.436948695569654, -123.70068056393131"
B4043,stork,asia,Mountain,Stormy,Feeding,26.5361218125539,-94.58160942306596,-52.5611817741023,153.49122489945682,2470.1,47.3,52.1,5027,617,14.5,6.2,May,Oct,9,No,149,Yes,Lost Signal,Failed,88,"26.5361218125539, -94.58160942306596"
B4044,stork,asia,Forest,Clear,Climate Change,-40.42685158924572,122.54905850578656,-59.96215378195175,45.60126653850949,2233.45,49.5,55.84,6070,706,34.4,57.7,Oct,May,3,Yes,58,Yes,,Successful,65,"-40.42685158924572, 122.54905850578656"
B4045,warbler,asia,Coastal,Stormy,Avoid Predators,-39.8514644349244,70.59500578326285,-20.42485707868022,27.337338218824986,3006.62,33.1,51.0,6114,774,27.2,38.3,Oct,Dec,3,No,13,Yes,Predator,Failed,2,"-39.8514644349244, 70.59500578326285"
B4046,swallow,europe,Grassland,Foggy,Avoid Predators,54.24489595633648,-15.91352513058544,52.211131094684816,-25.51971852110609,2601.31,48.2,49.41,5752,369,14.9,45.5,Feb,Oct,6,Yes,354,No,Lost Signal,Successful,92,"54.24489595633648, -15.91352513058544"
B4047,hawk,south america,Urban,Clear,Breeding,39.34121633726872,-169.414172215037,-58.22381731319142,-77.54619261292692,2536.12,44.6,59.03,1967,453,13.8,10.7,Jan,May,2,No,499,Yes,Storm,Failed,32,"39.34121633726872, -169.414172215037"
B4048,warbler,africa,Mountain,Windy,Feeding,14.351157215750632,-84.16642664380208,-68.93521784755652,10.82504507290514,3148.04,44.5,52.58,4701,275,12.6,36.0,Sep,Jun,6,Yes,133,No,Predator,Successful,1,"14.351157215750632, -84.16642664380208"
B4049,stork,europe,Urban,Rainy,Feeding,23.06582564077449,82.40309752527497,-84.30341535687315,-48.21922482796151,2136.7,45.1,43.05,7802,754,-7.5,9.3,Oct,Oct,5,Yes,338,Yes,Injury,Successful,15,"23.06582564077449, 82.40309752527497"
B4050,stork,north america,Wetland,Clear,Climate Change,-73.07204768980102,4.459404634208255,-15.126163824522877,127.44878556847787,2211.52,46.1,49.62,1403,415,-7.6,29.1,Mar,Apr,10,Yes,28,Yes,Storm,Failed,98,"-73.07204768980102, 4.459404634208255"
B4051,hawk,australia,Mountain,Clear,Breeding,64.11083480122565,-23.20830198631799,-39.23548831855615,-169.63252489160743,2305.32,39.3,47.78,3939,333,12.0,25.6,Oct,Apr,11,No,382,Yes,Storm,Failed,39,"64.11083480122565, -23.20830198631799"
B4052,stork,asia,Forest,Clear,Breeding,48.58326594209928,-67.0754157192332,-37.42047888978623,10.83293455571956,1801.89,89.2,41.23,1010,457,30.5,45.1,May,Nov,10,No,283,No,,Failed,95,"48.58326594209928, -67.0754157192332"
B4053,stork,south america,Urban,Stormy,Breeding,16.288476088220577,38.49545900772861,86.74954970312655,121.163359886183,2489.0,32.9,55.63,3290,693,19.2,22.1,Mar,Apr,14,Yes,445,No,Predator,Successful,23,"16.288476088220577, 38.49545900772861"
B4054,stork,australia,Coastal,Foggy,Avoid Predators,75.34712359816328,167.8987387338081,-55.05778747709619,-170.06170630212603,2812.44,54.1,50.95,9139,291,13.9,4.5,Nov,Jun,10,Yes,410,Yes,Lost Signal,Failed,3,"75.34712359816328, 167.8987387338081"
B4055,eagle,europe,Wetland,Rainy,Feeding,-59.64517661410804,144.4045115871022,-7.483130906505238,-78.37103654465554,1866.93,46.8,59.04,1245,713,17.7,56.7,Jan,Dec,9,Yes,3,Yes,,Successful,30,"-59.64517661410804, 144.4045115871022"
B4056,warbler,north america,Mountain,Rainy,Climate Change,33.59832948615002,-169.02074228965847,87.54627082302093,-161.45187961162029,1975.52,42.1,55.69,3610,585,4.1,8.7,Sep,Dec,2,No,442,Yes,Predator,Failed,18,"33.59832948615002, -169.02074228965847"
B4057,goose,europe,Coastal,Foggy,Climate Change,83.33671997738895,-6.85662386995952,-84.48875052803768,34.20135713215558,2520.51,55.8,47.04,8492,520,5.7,23.0,Sep,May,8,No,321,Yes,Injury,Successful,77,"83.33671997738895, -6.85662386995952"
B4058,warbler,europe,Wetland,Stormy,Climate Change,-34.19838637741424,-61.39105270309884,35.39834004156491,-65.97501321897643,2671.34,60.6,52.53,3115,487,23.3,31.2,Mar,Jun,1,Yes,102,No,Storm,Failed,24,"-34.19838637741424, -61.39105270309884"
B4059,hawk,africa,Forest,Stormy,Breeding,-87.24738346784828,3.817678442328344,-23.20506859438443,165.50281364973324,2375.98,51.6,52.28,6875,576,-0.6,53.3,Jan,Oct,5,Yes,161,Yes,Storm,Failed,6,"-87.24738346784828, 3.817678442328344"
B4060,stork,australia,Coastal,Foggy,Feeding,42.27614405444396,38.23692835381732,73.09757045011798,41.86569813684241,2303.79,51.4,49.64,8395,112,-2.3,5.8,Feb,Oct,11,No,113,Yes,Injury,Failed,1,"42.27614405444396, 38.23692835381732"
B4061,warbler,africa,Mountain,Foggy,Feeding,-88.74354159789713,-107.98989552088317,74.1494587908733,22.248721688583288,3174.71,52.2,40.86,6719,855,13.4,40.6,Mar,Oct,10,No,91,Yes,Predator,Successful,90,"-88.74354159789713, -107.98989552088317"
B4062,eagle,europe,Wetland,Windy,Avoid Predators,67.05605685279008,101.36450503737228,-20.301707530927985,150.20631552440284,2209.09,47.7,54.17,5679,813,23.4,25.8,Nov,Mar,6,Yes,300,Yes,Predator,Failed,15,"67.05605685279008, 101.36450503737228"
B4063,hawk,north america,Grassland,Stormy,Avoid Predators,-79.86577462135743,-8.975501969052118,-50.13657624955243,-99.51285381447012,3256.55,57.1,41.39,1713,858,3.8,47.2,Nov,Jun,4,No,350,Yes,Injury,Failed,21,"-79.86577462135743, -8.975501969052118"
B4064,crane,south america,Mountain,Clear,Avoid Predators,27.497651376937892,177.1221797633686,-12.959381105852358,22.407213428210724,2218.04,38.1,43.2,6286,267,8.7,52.2,Feb,Oct,4,No,196,Yes,Predator,Successful,34,"27.497651376937892, 177.1221797633686"
B4065,warbler,south america,Mountain,Rainy,Climate Change,-22.10685400383292,-170.95414113231797,83.75512943059155,15.401748584996994,2758.96,37.3,51.59,8907,477,14.7,12.7,Oct,Oct,4,Yes,302,Yes,Predator,Successful,41,"-22.10685400383292, -170.95414113231797"
B4066,crane,australia,Mountain,Stormy,Climate Change,-53.398682330988095,-111.70109657287496,-39.34825395831838,-150.438875648063,2205.87,61.0,44.88,8792,328,30.0,36.8,Oct,Jun,7,No,390,No,Injury,Failed,73,"-53.398682330988095, -111.70109657287496"
B4067,stork,asia,Mountain,Foggy,Feeding,71.68651197368922,68.26672820174332,86.63720368194586,155.54152309462415,2285.28,32.3,46.26,4867,799,18.2,31.4,Nov,Jun,3,Yes,269,No,Lost Signal,Successful,96,"71.68651197368922, 68.26672820174332"
B4068,eagle,asia,Grassland,Clear,Avoid Predators,44.32425334683521,70.26470874920116,57.49046960342886,72.08450361428689,2182.86,47.3,50.78,3131,795,28.4,34.7,Jan,Jun,11,No,201,No,Predator,Successful,16,"44.32425334683521, 70.26470874920116"
B4069,eagle,south america,Coastal,Windy,Climate Change,-28.720698094213176,29.58776079010019,-41.85858032348577,139.7181058847566,2864.23,37.1,53.75,4967,837,7.4,51.3,Jan,Apr,11,Yes,349,No,Predator,Failed,78,"-28.720698094213176, 29.58776079010019"
B4070,warbler,europe,Coastal,Windy,Avoid Predators,-38.8524432856995,169.90561032862632,52.392504074922215,173.71345928458453,3314.87,48.1,48.5,4291,526,16.4,17.8,Nov,Apr,9,No,301,Yes,Predator,Failed,74,"-38.8524432856995, 169.90561032862632"
B4071,hawk,europe,Coastal,Clear,Avoid Predators,42.48221294900509,-30.486596860823965,-81.03610023621714,-7.324573572673245,2551.55,44.2,58.24,6114,560,19.3,17.9,Apr,Nov,1,No,83,No,Predator,Failed,50,"42.48221294900509, -30.486596860823965"
B4072,hawk,africa,Forest,Clear,Feeding,60.58273726913947,-29.86674765569302,8.651407779790688,109.31754315099482,1976.33,59.3,45.03,9051,707,31.1,43.0,Feb,Oct,8,No,42,No,Lost Signal,Successful,68,"60.58273726913947, -29.86674765569302"
B4073,eagle,australia,Grassland,Foggy,Feeding,38.8530835732457,147.77149076070242,-25.67715494961834,27.921504810725253,2813.9,67.4,56.22,4150,659,26.3,30.4,Oct,Apr,6,Yes,249,No,,Failed,64,"38.8530835732457, 147.77149076070242"
